Events;No events;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
['2001-0099-USA'];1;"[""eq""]";1;1.0;400.0;3305590.0;182;1
['2001-0117-PER'];1;"[""fl""]";1;;46000.0;;182;1
['2001-0223-FJI'];1;"[""ew""]";1;1.0;;;182;1
['2001-0082-ZWE', '2001-9122-ZWE'];2;"[""fl"", ""dr""]";2;;6030000.0;;182;1
['2001-0097-CAF'];1;"[""ew""]";1;3.0;3000.0;;182;1
['2001-0079-ROU'];1;"[""fl""]";1;;4000.0;24792.0;182;1
['2001-0096-UKR'];1;"[""fl""]";1;9.0;300000.0;24792.0;182;1
['2001-0095-HUN'];1;"[""fl""]";1;;10000.0;8264.0;182;1
['2001-0130-AUS'];1;"[""fl""]";1;3.0;3001.0;330559.0;182;1
['2001-0186-ECU'];1;"[""fl""]";1;11.0;1200.0;;182;1
['2001-0188-TUR'];1;"[""fl""]";1;4.0;450.0;;182;1
['2001-0187-THA'];1;"[""fl""]";1;2.0;6000.0;;182;1
['2000-0733-ARG', '2000-0839-ARG', '2001-0012-ARG', '2001-0121-ARG'];4;"[""fl"", ""ew"", ""ew"", ""fl""]";4;;;;182;1
['2000-0812-FRA', '2001-0066-FRA', '2001-0193-FRA'];3;"[""fl"", ""fl"", ""fl""]";3;;9090.0;;182;1
['2001-0123-JPN'];1;"[""eq""]";1;2.0;11261.0;826397.0;182;1
['2001-0267-PAK'];1;"[""ew""]";1;4.0;500.0;;182;1
['2001-0194-USA'];1;"[""ew""]";1;;492.0;2975.0;182;1
['2001-0202-BGD'];1;"[""ew""]";1;193.0;2500.0;;182;1
['2001-9044-BFA'];1;"[""dr""]";1;;;;182;1
['2001-0146-AGO'];1;"[""fl""]";1;48.0;39928.0;;182;1
['2001-0147-ARG'];1;"[""ew""]";1;16.0;2000.0;24792.0;182;1
['2000-0815-MNG', '2001-0155-MNG'];2;"[""ew"", ""ew""]";2;35.0;746000.0;;182;1
['2001-0156-COL'];1;"[""fl""]";1;;1500.0;;182;1
['2001-0274-WSM'];1;"[""fl""]";1;;;2479.0;182;1
['2001-0270-USA'];1;"[""ew""]";1;1.0;1739.0;;182;1
['2001-0213-BRA'];1;"[""fl""]";1;23.0;4000.0;;182;1
['2001-0271-PER'];1;"[""fl""]";1;9.0;310.0;;182;1
['2000-0750-AUS', '2001-0301-AUS'];2;"[""fl"", ""ew""]";2;;780.0;;182;1
['2001-0273-BGD'];1;"[""ew""]";1;21.0;600.0;;182;1
['2001-9383-SLV'];1;"[""dr""]";1;;400000.0;37023.0;182;1
['2001-0217-CHN'];1;"[""ls""]";1;74.0;;;182;1
['2001-0277-UGA'];1;"[""fl""]";1;1.0;300.0;;182;1
['2001-0276-NGA'];1;"[""fl""]";1;;2000.0;;182;1
['2001-0281-PAN'];1;"[""fl""]";1;;775.0;;182;1
['2001-0176-THA'];1;"[""fl"", ""ls""]";2;83.0;4130.0;6611.0;182;1
['2001-0307-PRI'];1;"[""fl""]";1;2.0;9480.0;241308.0;182;1
['2001-0309-TUR'];1;"[""fl""]";1;3.0;1500.0;;182;1
['2001-0198-BGD'];1;"[""ew""]";1;12.0;200.0;;182;1
['2001-0227-RUS'];1;"[""fl""]";1;10.0;50305.0;398324.0;182;1
['2001-0017-KAZ', '2001-0774-KAZ'];2;"[""cw"", ""fl""]";2;;3680.0;;182;1
['2001-0257-RUS'];1;"[""ew""]";1;;12428.0;28428.0;182;1
['2001-0207-HTI'];1;"[""fl""]";1;26.0;5081.0;;182;1
['2001-0209-COD'];1;"[""fl""]";1;50.0;26.0;;182;1
['2001-0717-TJK'];1;"[""ls""]";1;1.0;165.0;992.0;182;1
['2001-0344-SHN'];1;"[""ew""]";1;;300.0;;182;1
['2001-0297-PHL'];1;"[""vo""]";1;;25576.0;1309.0;182;1
['2001-0365-CHL'];1;"[""fl""]";1;;10000.0;;182;1
['2001-0285-CHL'];1;"[""ew""]";1;2.0;2400.0;;182;1
['2001-0233-AFG'];1;"[""eq""]";1;4.0;270.0;;182;1
['1999-9388-DJI'];1;"[""dr""]";1;;100000.0;;182;1
['2001-0783-BIH'];1;"[""fl""]";1;;9000.0;;182;1
['2001-0298-NPL'];1;"[""ls""]";1;144.0;21019.0;;182;1
['2001-0236-URY'];1;"[""fl""]";1;;5000.0;;182;1
['2001-9394-BRA'];1;"[""dr""]";1;;1000000.0;;182;1
['2001-9398-KOR'];1;"[""dr""]";1;;;;182;1
['2001-0350-JPN'];1;"[""fl""]";1;1.0;138.0;;182;1
['2001-0343-COL'];1;"[""ew""]";1;5.0;7700.0;;182;1
['2001-0746-MMR'];1;"[""fl""]";1;51.0;3750.0;;182;1
['2000-0502-USA', '2000-0937-USA', '2001-0102-USA', '2001-0242-USA'];4;"[""fl"", ""ew"", ""ew"", ""ew"", ""fl""]";5;;173305.0;;182;1
['2001-0345-PNG'];1;"[""eq"", ""ls""]";2;;201.0;;182;1
['2001-0393-BGD'];1;"[""fl""]";1;9.0;500000.0;;182;1
['2001-0243-IND'];1;"[""fl""]";1;5.0;700000.0;;182;1
['2001-0093-VUT', '2001-0143-VUT', '2001-0254-VUT'];3;"[""ew"", ""ew"", ""vo""]";3;;;;182;1
['2001-0252-ECU'];1;"[""fl""]";1;47.0;8330.0;;182;1
['2001-0351-USA'];1;"[""ew""]";1;;93.0;;182;1
['2001-0756-TJK'];1;"[""ew""]";1;;830.0;387.0;182;1
['2001-0741-CHN'];1;"[""fl""]";1;166.0;300000.0;198335.0;182;1
['2001-0475-CHN'];1;"[""ew""]";1;;11126.0;;182;1
['2001-0288-ROU'];1;"[""fl""]";1;7.0;10803.0;198335.0;182;1
['2001-0320-TLS'];1;"[""fl""]";1;1.0;2508.0;;182;1
['2001-0476-JPN'];1;"[""ew""]";1;1.0;1333.0;;182;1
['2001-0292-CHN'];1;"[""ew""]";1;125.0;3108000.0;776814.0;182;1
['2001-0293-TWN'];1;"[""ew""]";1;9.0;116.0;8264.0;182;1
['2001-0358-TUR'];1;"[""eq""]";1;;480.0;;182;1
['2001-0356-CHN'];1;"[""fl""]";1;22.0;7.0;;182;1
['2001-0357-THA'];1;"[""ew""]";1;;150.0;;182;1
['2001-0479-THA'];1;"[""fl""]";1;;1000.0;;182;1
['2001-0314-GHA'];1;"[""fl""]";1;12.0;144025.0;;182;1
['2000-0761-IDN', '2001-0051-IDN', '2001-0546-IDN'];3;"[""eq"", ""fl"", ""ls"", ""eq""]";4;;98012.0;;182;1
['2001-0299-CMR'];1;"[""fl"", ""ls""]";2;30.0;1500.0;;182;1
['2001-0361-VNM'];1;"[""fl""]";1;9.0;175.0;;182;1
['2001-0482-BOL'];1;"[""cw""]";1;9.0;5.0;;182;1
['2001-0319-PHL'];1;"[""ew""]";1;232.0;1902654.0;113324.0;182;1
['2001-0766-PAK'];1;"[""ls""]";1;16.0;12.0;;182;1
['2001-0767-MOZ'];1;"[""fl""]";1;;200000.0;;182;1
['2001-0464-ETH'];1;"[""fl""]";1;;6000.0;;182;1
['2001-0481-ZAF'];1;"[""fl""]";1;;42356.0;;182;1
['2001-0387-IND'];1;"[""fl""]";1;86.0;40000.0;193251.0;182;1
['2001-0323-FRA'];1;"[""fl""]";1;;721.0;;182;1
['2001-0318-VNM'];1;"[""ew""]";1;30.0;117453.0;41320.0;182;1
['2001-0489-GMB'];1;"[""fl""]";1;1.0;250.0;;182;1
['2001-0386-ITA'];1;"[""ew""]";1;;;289239.0;182;1
['2001-0324-FRA'];1;"[""ew""]";1;12.0;85.0;;182;1
['2001-0359-TWN'];1;"[""ew""]";1;1.0;6.0;3306.0;182;1
['2001-0386-DEU'];1;"[""ew""]";1;6.0;;495838.0;182;1
['2001-0388-RUS'];1;"[""fl""]";1;11.0;300000.0;54542.0;182;1
['2001-0486-CHN'];1;"[""ew""]";1;15.0;400039.0;;182;1
['2001-0229-FRA', '2001-0743-FRA'];2;"[""fl"", ""fl""]";2;;7671.0;;182;1
['2001-0332-IND'];1;"[""fl""]";1;100.0;9670000.0;148752.0;182;1
['2001-0460-USA'];1;"[""fl"", ""ls""]";2;2.0;15000.0;33056.0;182;1
['2001-0748-TUR'];1;"[""eq""]";1;;131.0;;182;1
['2001-0415-TWN'];1;"[""ew""]";1;5.0;2017.0;;182;1
['2001-0414-IND'];1;"[""ls""]";1;27.0;;;182;1
['2001-0378-ITA'];1;"[""vo""]";1;;;5124.0;182;1
['2001-0375-IRN'];1;"[""fl""]";1;32.0;1034.0;41320.0;182;1
['2001-0408-NGA'];1;"[""fl""]";1;;3852.0;;182;1
['2001-0328-PAK', '2001-0376-PAK'];2;"[""ls"", ""fl"", ""ls""]";3;225.0;;;182;1
['2001-0390-SVK'];1;"[""fl""]";1;1.0;;9917.0;182;1
['2001-0392-CHN'];1;"[""fl""]";1;46.0;17.0;8264.0;182;1
['2001-0405-CHN'];1;"[""ew""]";1;100.0;;66112.0;182;1
['2001-0461-PHL'];1;"[""vo""]";1;;57645.0;2955.0;182;1
['2001-0749-GRC'];1;"[""eq""]";1;;300.0;;182;1
['2001-0246-YEM', '2001-0402-YEM'];2;"[""ew"", ""fl""]";2;46.0;;;182;1
['2001-0335-KOR', '2001-0403-KOR'];2;"[""fl"", ""fl""]";2;70.0;310000.0;;182;1
['2001-0471-CHL'];1;"[""fl""]";1;4.0;;;182;1
['2001-0405-TWN'];1;"[""ew""]";1;100.0;;396671.0;182;1
['2001-0410-PRK'];1;"[""fl""]";1;10.0;10000.0;;182;1
['2001-0502-IND'];1;"[""fl""]";1;10.0;36.0;;182;1
['2001-0782-LAO'];1;"[""fl""]";1;;453000.0;;182;1
['2001-0772-USA'];1;"[""fl""]";1;;3600.0;;182;1
['2001-0769-ETH'];1;"[""fl""]";1;;2500.0;;182;1
['2000-0478-RUS', '2000-0480-RUS', '2000-0612-RUS', '2001-0264-RUS', '2001-0420-RUS'];5;"[""fl"", ""eq"", ""ls"", ""fl"", ""ew"", ""fl""]";6;;;;182;1
['2001-0417-SDN'];1;"[""fl""]";1;3.0;97000.0;3306.0;182;1
['2001-0450-THA'];1;"[""fl""]";1;104.0;450109.0;40493.0;182;1
['2001-0448-ETH'];1;"[""fl""]";1;5.0;31000.0;;182;1
['2001-0436-VNM'];1;"[""ew""]";1;3.0;10003.0;5289.0;182;1
['2001-0434-YEM'];1;"[""ew""]";1;17.0;;;182;1
['2001-0456-ECU'];1;"[""vo""]";1;;22770.0;18139.0;182;1
['2001-0501-IND'];1;"[""ls""]";1;16.0;;;182;1
['2001-0492-VNM'];1;"[""fl""]";1;310.0;1570270.0;138835.0;182;1
['2001-0485-KHM'];1;"[""fl""]";1;56.0;1669182.0;24792.0;182;1
['2001-0773-USA'];1;"[""ew""]";1;;202.0;4958.0;182;1
['2001-0792-PHL'];1;"[""ew""]";1;;295355.0;484.0;182;1
['2001-0549-GIN'];1;"[""fl""]";1;9.0;220000.0;;182;1
['2001-0524-MLI'];1;"[""fl""]";1;2.0;3500.0;;182;1
['2001-0505-MYS'];1;"[""fl""]";1;;10000.0;;182;1
['2001-0521-TCD'];1;"[""fl""]";1;100.0;175763.0;1653.0;182;1
['2001-0454-JPN'];1;"[""ew""]";1;9.0;7040.0;1322236.0;182;1
['2001-0735-MEX'];1;"[""ew""]";1;;2500.0;;182;1
['2001-0736-BLZ'];1;"[""ew""]";1;;;;182;1
['2001-0483-MRT'];1;"[""fl""]";1;;3000.0;;182;1
['2000-0200-CHN', '2000-0302-CHN', '2000-9626-CHN', '2000-0557-CHN', '2000-0605-CHN', '2000-0677-CHN', '2001-0795-CHN', '2001-0305-CHN', '2001-0241-CHN', '2001-0740-CHN', '2001-0322-CHN', '2001-0419-CHN', '2001-0796-CHN'];13;"[""fl"", ""fl"", ""dr"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl"", ""fl"", ""ew"", ""ew"", ""ew""]";15;;;;182;1
['2001-0530-TJK'];1;"[""fl""]";1;;2190.0;;182;1
['2001-0459-BGD'];1;"[""fl""]";1;;200000.0;;182;1
['2001-0528-THA'];1;"[""fl""]";1;;4000.0;;182;1
['2001-9498-LKA'];1;"[""dr""]";1;;1000000.0;;182;1
['2001-9525-KHM'];1;"[""dr""]";1;;300000.0;;182;1
['2000-0444-IND', '2000-0445-IND', '2001-0011-IND', '2001-0337-IND', '2001-0527-IND'];5;"[""fl"", ""fl"", ""cw"", ""ew"", ""fl""]";5;1191.0;;;182;1
['2001-0739-HRV'];1;"[""fl""]";1;;1200.0;;182;1
['2001-0465-IND', '2001-0515-IND', '2001-0794-IND'];3;"[""fl"", ""fl"", ""fl""]";3;;;;182;1
['2001-0511-JPN'];1;"[""ew""]";1;7.0;1215.0;826397.0;182;1
['2001-0560-ZAF'];1;"[""ew""]";1;;630.0;;182;1
['2001-0536-ITA'];1;"[""fl""]";1;2.0;;165279.0;182;1
['2001-0522-TWN'];1;"[""ew"", ""fl"", ""ls""]";3;80.0;650200.0;1322236.0;182;1
['2001-0561-SLV'];1;"[""fl""]";1;;1000.0;;182;1
['2001-0488-MEX', '2001-0559-MEX'];2;"[""ew"", ""fl""]";2;;;;182;1
['2001-0541-RWA'];1;"[""fl""]";1;10.0;;;182;1
['2001-0793-PHL'];1;"[""ew""]";1;4.0;37357.0;2325.0;182;1
['2001-0566-USA'];1;"[""ew""]";1;2.0;1050.0;49584.0;182;1
['2001-0562-MEX'];1;"[""ew""]";1;3.0;3800.0;661118.0;182;1
['2001-0064-CHN', '2001-9218-CHN', '2001-0151-CHN', '2001-0214-CHN', '2001-0526-CHN', '2001-0534-CHN', '2001-0540-CHN'];7;"[""eq"", ""dr"", ""eq"", ""ls"", ""eq"", ""ew"", ""fl"", ""ls"", ""ls""]";9;;16511913.0;;182;1
['2001-0544-BRA'];1;"[""ew""]";1;13.0;3400.0;;182;1
['2001-0545-IRN'];1;"[""fl""]";1;;3000.0;;182;1
['2001-0584-IND'];1;"[""ew""]";1;78.0;27000.0;;182;1
['2001-0404-RUS', '2001-0579-RUS'];2;"[""hw"", ""cw""]";2;608.0;;;182;1
['2001-0713-LVA'];1;"[""cw""]";1;21.0;;;182;1
['2001-0600-MYS'];1;"[""fl""]";1;;5000.0;;182;1
['2001-0582-ARG'];1;"[""fl""]";1;1.0;250000.0;1239596.0;182;1
['2001-0572-MEX'];1;"[""ew""]";1;;;;182;1
['2001-0570-DOM'];1;"[""ew""]";1;3.0;;17.0;182;1
['2001-0570-MEX'];1;"[""ew""]";1;2.0;;1653.0;182;1
['2001-0563-BGD'];1;"[""ew""]";1;12.0;25450.0;;182;1
['2001-0553-BLZ'];1;"[""ew""]";1;30.0;20000.0;413199.0;182;1
['2001-0570-GTM'];1;"[""ew""]";1;8.0;6446.0;165.0;182;1
['2001-0180-IRN', '2001-0453-IRN', '2001-0750-IRN'];3;"[""fl"", ""fl"", ""eq""]";3;;1202500.0;;182;1
['2001-0445-PHL', '2001-0596-PHL'];2;"[""fl"", ""fl""]";2;41.0;79300.0;;182;1
['2001-0390-POL', '2001-0661-POL'];2;"[""fl"", ""cw""]";2;297.0;;;182;1
['2001-0564-USA'];1;"[""ew""]";1;;307.0;;182;1
['2001-0601-USA'];1;"[""ew""]";1;;360.0;6611.0;182;1
['2001-0738-CRI'];1;"[""fl""]";1;;1437.0;;182;1
['2001-0587-VNM'];1;"[""fl""]";1;20.0;35006.0;7768.0;182;1
['2001-0583-FRA'];1;"[""ew""]";1;2.0;335.0;;182;1
['2001-0645-GBR'];1;"[""fl""]";1;;90.0;;182;1
['2001-0064-CHN', '2001-9218-CHN', '2001-0151-CHN', '2001-0214-CHN', '2001-0385-CHN', '2001-0389-CHN', '2001-0768-CHN', '2001-0360-CHN', '2001-0573-CHN', '2001-0598-CHN'];10;"[""eq"", ""dr"", ""eq"", ""ls"", ""eq"", ""ls"", ""eq"", ""ls"", ""fl"", ""ls"", ""eq""]";11;;;;182;1
['2001-0652-IDN', '2001-0651-IDN'];2;"[""ls"", ""ls""]";2;;910.0;;182;1
['2001-0611-HTI'];1;"[""ew""]";1;;;33.0;182;1
['2001-0611-CYM'];1;"[""ew""]";1;;;99168.0;182;1
['2001-0603-HND'];1;"[""ew""]";1;21.0;86321.0;8264.0;182;1
['2001-0611-NIC'];1;"[""ew""]";1;16.0;24866.0;1653.0;182;1
['2001-0653-SOM'];1;"[""fl""]";1;;6500.0;;182;1
['2001-0753-GTM'];1;"[""cw""]";1;;1850.0;;182;1
['2001-0668-AFG'];1;"[""cw""]";1;177.0;100000.0;;182;1
['2001-0650-UGA'];1;"[""ls""]";1;11.0;3366.0;;182;1
['2001-0612-CUB'];1;"[""ew""]";1;5.0;5900012.0;165279.0;182;1
['2001-0654-VNM'];1;"[""fl""]";1;;3000.0;;182;1
['2001-0615-JAM'];1;"[""ew""]";1;1.0;200.0;91709.0;182;1
['2001-0614-PHL'];1;"[""ew"", ""fl"", ""ls""]";3;290.0;1060147.0;37518.0;182;1
['2001-0729-IND', '2001-0349-IND', '2001-0618-IND'];3;"[""ew"", ""fl"", ""ls""]";3;;;;182;1
['2001-0671-BHS'];1;"[""ew""]";1;;;495838.0;182;1
['2001-0616-TUR'];1;"[""ls""]";1;9.0;600.0;;182;1
['2001-0621-ESP'];1;"[""ew""]";1;10.0;;119001.0;182;1
['2001-0620-DZA'];1;"[""fl"", ""ls""]";2;921.0;45423.0;495838.0;182;1
['2001-0624-VNM'];1;"[""ew""]";1;20.0;73183.0;90904.0;182;1
['2001-0632-SPI'];1;"[""fl""]";1;7.0;300.0;;182;1
['2001-0637-COL'];1;"[""ls""]";1;80.0;32.0;;182;1
['2001-0642-GRC'];1;"[""fl"", ""ls""]";2;;600.0;;182;1
['2001-0644-NER'];1;"[""fl""]";1;4.0;20000.0;;182;1
['2001-0691-LSO'];1;"[""ew""]";1;1.0;1001.0;;182;1
['2001-0395-COL', '2001-0712-COL'];2;"[""ls"", ""fl""]";2;;;;182;1
['2001-0734-BGD'];1;"[""cw""]";1;6.0;2000.0;;182;1
['2001-0682-UGA'];1;"[""fl""]";1;;500.0;;182;1
['2001-0714-LTU'];1;"[""cw""]";1;20.0;;;182;1
['2001-0663-ROU'];1;"[""cw""]";1;10.0;;;182;1
['2001-0686-HUN'];1;"[""cw""]";1;81.0;;;182;1
['2001-0759-NOR'];1;"[""fl""]";1;;1500.0;;182;1
['2001-0692-MKD'];1;"[""cw""]";1;15.0;;;182;1
['2001-0665-TUR'];1;"[""fl""]";1;5.0;570.0;41320.0;182;1
['2001-0659-COK'];1;"[""ew""]";1;;744.0;;182;1
['2001-0673-CHE'];1;"[""cw""]";1;;;;182;1
['2001-0683-COD'];1;"[""fl""]";1;;13000.0;;182;1
['2001-0689-TUR'];1;"[""cw""]";1;29.0;;;182;1
['2001-0716-CHN'];1;"[""fl""]";1;;4000.0;;182;1
['2001-0715-IDN'];1;"[""fl""]";1;;;;182;1
['2001-0690-LSO'];1;"[""ew""]";1;;1000.0;;182;1
['2001-0693-MYS'];1;"[""fl""]";1;11.0;18000.0;;182;1
['2001-0694-MAR'];1;"[""fl""]";1;15.0;300.0;3636.0;182;1
['2001-0696-BRA'];1;"[""fl"", ""ls""]";2;50.0;1946.0;74376.0;182;1
['2001-0701-BGR'];1;"[""ew""]";1;2.0;;;182;1
['2001-0709-COD'];1;"[""ls""]";1;12.0;;;182;1
['2001-0711-TON'];1;"[""ew""]";1;;16500.0;84788.0;182;1
['2002-0091-MNG'];1;"[""ew""]";1;;;;182;1
['2002-0011-CZE'];1;"[""ew""]";1;;;;182;1
['2001-0710-MWI', '2002-0083-MWI'];2;"[""fl"", ""fl""]";2;;158750.0;;182;1
['2002-0043-REU'];1;"[""ew""]";1;;3100.0;81350.0;182;1
['2002-9485-KHM'];1;"[""dr""]";1;;650000.0;61826.0;182;1
['2002-0012-FRA'];1;"[""fl""]";1;;180.0;;182;1
['2002-9838-HND'];1;"[""dr""]";1;;220000.0;;182;1
['2002-0013-HND'];1;"[""fl""]";1;1.0;;;182;1
['2002-0004-MDG'];1;"[""ew""]";1;2.0;1900.0;294.0;182;1
['2002-0002-VUT'];1;"[""eq"", ""ls""]";2;;500.0;;182;1
['2002-0003-GRC'];1;"[""ew""]";1;2.0;12.0;;182;1
['2002-0005-PHL'];1;"[""fl"", ""ls""]";2;11.0;95008.0;638.0;182;1
['2002-0016-UGA'];1;"[""ew""]";1;;100.0;;182;1
['2002-0024-RUS'];1;"[""fl""]";1;1.0;3000.0;105706.0;182;1
['2002-0010-ALB'];1;"[""ew"", ""cw""]";2;6.0;125000.0;;182;1
['2002-0025-ZAF'];1;"[""ew""]";1;;150.0;;182;1
['2001-0407-IDN', '2001-0719-IDN', '2002-0018-IDN'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl"", ""ls""]";6;293.0;5734.0;;182;1
['2002-0015-TJK'];1;"[""eq""]";1;3.0;1050.0;;182;1
['2002-0056-MRT'];1;"[""fl""]";1;25.0;27500.0;;182;1
['2002-0026-SEN'];1;"[""fl"", ""cw""]";2;28.0;179000.0;66672.0;182;1
['2002-0070-PNG'];1;"[""eq""]";1;1.0;1000.0;;182;1
['2002-0020-IRN'];1;"[""fl""]";1;11.0;4500.0;96090.0;182;1
['2002-0036-NZL'];1;"[""fl""]";1;;300.0;813.0;182;1
['2001-0407-IDN', '2001-0719-IDN', '2002-0035-IDN'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5;285.0;7694.0;;182;1
['2001-0672-RWA', '2002-0042-RWA'];2;"[""fl"", ""eq""]";2;47.0;4643.0;;182;1
['2002-0039-MUS'];1;"[""ew""]";1;3.0;1050.0;81350.0;182;1
['2002-0050-BEL'];1;"[""fl""]";1;;600.0;;182;1
['2002-0055-DEU'];1;"[""ew"", ""fl""]";2;4.0;6.0;244049.0;182;1
['2002-0059-POL'];1;"[""ew""]";1;6.0;;163.0;182;1
['2002-0048-RUS'];1;"[""ew""]";1;2.0;;4881.0;182;1
['2002-0064-MYS'];1;"[""ls""]";1;10.0;;;182;1
['2002-9158-THA'];1;"[""dr""]";1;;5000000.0;3742.0;182;1
['2001-0723-BRA', '2002-0082-BRA'];2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;29.0;6600.0;;182;1
['2002-0065-TUR'];1;"[""eq""]";1;42.0;252327.0;154564.0;182;1
['2002-0103-GTM'];1;"[""fl""]";1;;98740.0;;182;1
['2002-0074-AGO'];1;"[""fl""]";1;8.0;;;182;1
['2002-0088-AFG'];1;"[""ls""]";1;5.0;400.0;;182;1
['2002-0080-COD'];1;"[""fl"", ""ls""]";2;40.0;2540.0;;182;1
['2002-0072-MEX'];1;"[""vo""]";1;;300.0;;182;1
['2002-0101-BEL'];1;"[""fl""]";1;;1200.0;;182;1
['2002-0087-GTM'];1;"[""vo""]";1;;;;182;1
['2002-0107-IRN'];1;"[""eq""]";1;1.0;780.0;;182;1
['2001-9122-MOZ'];1;"[""dr""]";1;9.0;600000.0;;182;1
['2002-0842-BDI'];1;"[""fl""]";1;;2000.0;;182;1
['2002-9164-PHL'];1;"[""dr""]";1;;;737.0;182;1
['2002-0144-EGY'];1;"[""fl""]";1;4.0;800.0;;182;1
['2002-0122-AFG'];1;"[""eq"", ""ls""]";2;150.0;3513.0;;182;1
['2002-0122-PAK'];1;"[""eq""]";1;3.0;;;182;1
['2002-0129-PHL'];1;"[""eq"", ""ts""]";2;15.0;73451.0;2789.0;182;1
['2002-0180-CHN'];1;"[""ew""]";1;;100000000.0;;182;1
['2001-0294-PER', '2001-0754-PER', '2001-0604-PER', '2001-0751-PER', '2001-0703-PER', '2002-0077-PER', '2002-9843-PER', '2002-0187-PER'];8;"[""ts"", ""ts"", ""eq"", ""ls"", ""eq"", ""fl"", ""fl"", ""ls"", ""dr"", ""fl""]";10;;406266.0;;182;1
['2002-0163-MOZ'];1;"[""fl""]";1;;500.0;;182;1
['2002-0165-USA'];1;"[""ew"", ""fl"", ""ls""]";3;6.0;754.0;326212.0;182;1
['2002-0162-ECU'];1;"[""fl""]";1;;520.0;4881.0;182;1
['2002-0176-PHL'];1;"[""fl""]";1;35.0;50000.0;2359.0;182;1
['2002-0185-AFG'];1;"[""fl""]";1;;120.0;;182;1
['2002-0193-TJK'];1;"[""fl""]";1;;630.0;;182;1
['2001-0407-IDN', '2001-0719-IDN', '2002-0186-IDN'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5;286.0;6474.0;;182;1
['2002-0194-UGA'];1;"[""fl""]";1;;100.0;;182;1
['2001-0649-MYS', '2002-0231-MYS'];2;"[""fl"", ""ew""]";2;;355.0;;182;1
['2002-0171-SPI'];1;"[""fl"", ""ls""]";2;16.0;430.0;130034.0;182;1
['2002-0879-ESP'];1;"[""fl"", ""ls""]";2;6.0;50.0;141548.0;182;1
['2002-0172-TWN'];1;"[""eq"", ""ts"", ""ls""]";3;4.0;500.0;40675.0;182;1
['2002-0160-URY', '2002-0240-URY'];2;"[""ew"", ""fl""]";2;;4000.0;;182;1
['2002-9292-MEX'];1;"[""dr""]";1;;;341668.0;182;1
['2002-9203-CHN'];1;"[""dr""]";1;;60000000.0;;182;1
['2002-0238-NGA'];1;"[""fl""]";1;;200.0;;182;1
['2002-0190-PNG'];1;"[""ls""]";1;36.0;174.0;;182;1
['2002-0196-AFG'];1;"[""fl""]";1;39.0;4225.0;;182;1
['2002-0210-SAU'];1;"[""fl""]";1;19.0;;;182;1
['2002-0175-AFG', '2002-0208-AFG'];2;"[""eq"", ""ls"", ""eq"", ""ls""]";4;1050.0;97378.0;;182;1
['2002-0218-IRN'];1;"[""fl""]";1;11.0;;;182;1
['2002-0225-ETH'];1;"[""fl""]";1;22.0;4000.0;;182;1
['2002-0054-IDN', '2002-0236-IDN'];2;"[""fl"", ""fl""]";2;169.0;;;182;1
['2002-0287-USA'];1;"[""ew""]";1;1.0;12.0;6508.0;182;1
['2002-0233-BGD'];1;"[""ew""]";1;31.0;100400.0;;182;1
['2002-0242-AFG'];1;"[""fl""]";1;7.0;1200.0;;182;1
['2002-0307-COL'];1;"[""fl""]";1;37.0;38000.0;;182;1
['2002-0246-IRN'];1;"[""eq""]";1;2.0;20056.0;;182;1
['2002-0234-SCG'];1;"[""eq""]";1;1.0;100.0;;182;1
['2002-0247-GEO'];1;"[""eq"", ""ls""]";2;6.0;19156.0;569447.0;182;1
['2002-0274-TZA'];1;"[""fl""]";1;9.0;1200.0;;182;1
['2002-0273-RWA'];1;"[""fl"", ""ls""]";2;69.0;20000.0;;182;1
['2002-0272-UGA'];1;"[""fl""]";1;17.0;760.0;;182;1
['2002-0310-USA'];1;"[""ew""]";1;10.0;100.0;3579378.0;182;1
['2002-0265-KEN', '2002-0248-KEN'];2;"[""fl"", ""ls"", ""ls""]";3;69.0;;;182;1
['2002-9132-VNM'];1;"[""dr""]";1;;1300000.0;325398.0;182;1
['2001-0407-IDN', '2001-0719-IDN', '2002-0291-IDN'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5;;6694.0;;182;1
['2002-9332-GNB'];1;"[""dr""]";1;;100000.0;;182;1
['2002-0309-KGZ'];1;"[""ls""]";1;;1002.0;2440.0;182;1
['2002-0266-USA'];1;"[""fl""]";1;9.0;1000.0;21151.0;182;1
['2002-0264-PAN'];1;"[""fl""]";1;4.0;11500.0;813.0;182;1
['2002-0263-CRI'];1;"[""fl""]";1;;20000.0;1627.0;182;1
['2002-0275-BDI'];1;"[""fl""]";1;;6000.0;;182;1
['2002-0281-MDG'];1;"[""ew""]";1;20.0;526200.0;;182;1
['2002-0285-OMN'];1;"[""ew""]";1;7.0;83.0;81350.0;182;1
['2002-0315-TJK'];1;"[""fl""]";1;;408.0;;182;1
['2002-0654-TZA'];1;"[""eq""]";1;2.0;2000.0;;182;1
