Dis No 1;Dis No 2;Hazard 1;Hazard 2;Start Date 1;End Date 1;Start Date 2;End Date 2;Country 1;Country 2;Magnitude 1;Magnitude 2;Total Deaths 1;Total Deaths 2;Total Deaths 12;Total Affected 1;Total Affected 2;Total Affected 12;Total Damages 1;Total Damages 2;Total Damages 12
2014-0447-HND;;fl;ls;2014-10-15 00:00:00+00:00;2014-10-17 00:00:00+00:00;;;Honduras;Honduras;;;;;4.0;;;3000.0;;;1731.0
2014-0448-ITA;;fl;ls;2014-10-08 00:00:00+00:00;2014-10-11 00:00:00+00:00;;;Italy;Italy;;;;;1.0;;;;;;374571.0
2014-0453-HTI;;fl;ls;2014-11-03 00:00:00+00:00;2014-11-05 00:00:00+00:00;;;Haiti;Haiti;;;;;12.0;;;30000.0;;;
2014-0456-SOM;;fl;;2014-10-24 00:00:00+00:00;2014-11-16 00:00:00+00:00;;;Somalia;;42635.0;;;;;90000.0;;;;;
2014-0459-USA;;ew;;2014-11-15 00:00:00+00:00;2014-11-19 00:00:00+00:00;;;United States of America (the);;;;13.0;;;;;;123621.0;;
2014-0462-FRA;;fl;;2014-11-13 00:00:00+00:00;2014-11-16 00:00:00+00:00;;;France;;39709.0;;5.0;;;;;;;;
2014-0465-JPN;;eq;;2014-11-22 00:00:00+00:00;2014-11-22 00:00:00+00:00;;;Japan;;6.0;;;;;2657.0;;;2472.0;;
2014-0473-IDN;;fl;;2014-11-22 00:00:00+00:00;2014-11-24 00:00:00+00:00;;;Indonesia;;;;1.0;;;10420.0;;;;;
2014-0475-AUS;;ew;;2014-11-22 00:00:00+00:00;2014-11-30 00:00:00+00:00;;;Australia;;;;;;;52539.0;;;1236207.0;;
2014-0487-JPN;;ew;;2014-12-17 00:00:00+00:00;2014-12-18 00:00:00+00:00;;;Japan;;;;11.0;;;;;;;;
;2014-0494-MYS;;fl;;;2014-12-16 00:00:00+00:00;2014-12-30 00:00:00+00:00;;Malaysia;;;;17.0;;;230000.0;;;351083.0;
2014-0495-LKA;;fl;ls;2014-12-01 00:00:00+00:00;2015-01-05 00:00:00+00:00;;;Sri Lanka;Sri Lanka;;;;;41.0;;;1100020.0;;;
2014-0505-COL;;fl;;2014-11-01 00:00:00+00:00;2014-12-20 00:00:00+00:00;;;Colombia;;406009.0;;44.0;;;18000.0;;;9890.0;;
2014-0519-JPN;;ew;;2014-12-02 00:00:00+00:00;2014-12-09 00:00:00+00:00;;;Japan;;;;24.0;;;101.0;;;;;
2014-0520-IND;;cw;;2014-12-07 00:00:00+00:00;2014-12-09 00:00:00+00:00;;;India;;3.0;;16.0;;;;;;;;
2014-0471-THA;2014-0522-THA;fl;fl;2014-11-07 00:00:00+00:00;2014-11-16 00:00:00+00:00;2014-12-13 00:00:00+00:00;2014-12-31 00:00:00+00:00;Thailand;Thailand;31653.0;;;15.0;;12000.0;18888.0;30888.0;;;
2014-0464-CHN;2014-0544-CHN;eq;eq;2014-11-22 00:00:00+00:00;2014-11-22 00:00:00+00:00;2014-12-06 00:00:00+00:00;2014-12-06 00:00:00+00:00;China;China;6.0;6.0;5.0;1.0;6.0;82355.0;2022.0;84377.0;61810.0;;
2014-0546-PAK;;hw;dr;2014-01-01 00:00:00+00:00;2014-04-30 00:00:00+00:00;;;Pakistan;Pakistan;;;;;139.0;;;;;;22252.0
;2014-0549-CHN;;fl;;;2014-05-12 00:00:00+00:00;2014-05-16 00:00:00+00:00;;China;;;;53.0;;;;;;865345.0;
2014-0571-PHL;;fl;ls;2014-08-25 00:00:00+00:00;2014-09-01 00:00:00+00:00;;;Philippines (the);Philippines (the);;;;;1.0;;;42175.0;;;
2014-9023-USA;;dr;;2014-01-01 00:00:00+00:00;;;;United States of America (the);;;;;;;;;;2719655.0;;
2014-9025-BRA;;dr;;2014-01-01 00:00:00+00:00;;;;Brazil;;;;;;;27000000.0;;;6181033.0;;
2014-9265-CHN;;dr;;2014-06-01 00:00:00+00:00;;;;China;;;;;;;226000.0;;;1458724.0;;
2014-9404-KEN;;dr;;2014-01-01 00:00:00+00:00;;;;Kenya;;;;;;;1600000.0;;;;;
2014-9408-CHN;;dr;;2014-08-01 00:00:00+00:00;;;;China;;;;;;;27500000.0;;;3090517.0;;
2014-9457-BOL;;dr;;2014-10-01 00:00:00+00:00;;;;Bolivia (Plurinational State of);;;;;;;51180.0;;;;;
2014-9580-NIC;;dr;;2014-08-01 00:00:00+00:00;;;;Nicaragua;;;;;;;460000.0;;;;;
2015-0011-MOZ;;fl;;2015-01-01 00:00:00+00:00;2015-02-09 00:00:00+00:00;;;Mozambique;;;;160.0;;;177645.0;;;;;
2015-0021-MYS;;fl;ls;2015-01-14 00:00:00+00:00;2015-01-20 00:00:00+00:00;;;Malaysia;Malaysia;;;;;1.0;;;3000.0;;;
2015-0053-AUS;;ew;;2015-02-20 00:00:00+00:00;2015-02-20 00:00:00+00:00;;;Australia;;185.0;;;;;438.0;;;96310.0;;
2015-0057-MDG;;fl;;2015-02-27 00:00:00+00:00;2015-02-27 00:00:00+00:00;;;Madagascar;;;;26.0;;;24000.0;;;;;
2015-0060-DOM;;fl;;2015-02-20 00:00:00+00:00;2015-02-24 00:00:00+00:00;;;Dominican Republic (the);;;;2.0;;;20950.0;;;;;
2015-0069-TZA;;ew;fl;2015-03-03 00:00:00+00:00;2015-03-04 00:00:00+00:00;;;Tanzania, United Republic of;Tanzania, United Republic of;40007.0;;;;47.0;;;5112.0;;;
2015-0077-IDN;;fl;;2015-02-08 00:00:00+00:00;2015-02-13 00:00:00+00:00;;;Indonesia;;;;6.0;;;;;;290164.0;;
2015-0086-COL;;eq;ls;2015-03-10 00:00:00+00:00;2015-03-10 00:00:00+00:00;;;Colombia;Colombia;6.0;;;;;;;41236.0;;;
2015-0088-IRN;;fl;;2015-03-10 00:00:00+00:00;2015-03-11 00:00:00+00:00;;;Iran (Islamic Republic of);;;;3.0;;;2000.0;;;74085.0;;
2015-0091-AGO;;fl;;2015-03-09 00:00:00+00:00;2015-03-23 00:00:00+00:00;;;Angola;;12133.0;;69.0;;;1000.0;;;;;
2015-0114-ECU;;fl;ls;2015-03-23 00:00:00+00:00;2015-03-23 00:00:00+00:00;;;Ecuador;Ecuador;;;;;12.0;;;1185.0;;;
2015-0116-HTI;;fl;;2015-04-04 00:00:00+00:00;2015-04-06 00:00:00+00:00;;;Haiti;;3672.0;;6.0;;;45000.0;;;;;
2015-0125-CHN;;eq;;2015-03-01 00:00:00+00:00;2015-03-01 00:00:00+00:00;;;China;;5.0;;;;;2032.0;;;18521.0;;
2015-0130-SAU;;fl;;2015-03-23 00:00:00+00:00;2015-03-27 00:00:00+00:00;;;Saudi Arabia;;;;11.0;;;;;;2469.0;;
2015-0143-CHL;;vo;;2015-03-01 00:00:00+00:00;;;;Chile;;;;;;;3600.0;;;;;
2015-0153-RWA;;fl;ls;2015-04-03 00:00:00+00:00;2015-04-03 00:00:00+00:00;;;Rwanda;Rwanda;;;;;2.0;;;3431.0;;;
2015-0156-BRA;;ew;;2015-04-20 00:00:00+00:00;2015-04-20 00:00:00+00:00;;;Brazil;;320.0;;2.0;;;11037.0;;;2469.0;;
2015-0157-BRA;;ls;;2015-04-27 00:00:00+00:00;2015-04-27 00:00:00+00:00;;;Brazil;;;;15.0;;;;;;;;
2015-0158-KEN;2015-0159-KEN;fl;fl;2015-04-04 00:00:00+00:00;2015-04-10 00:00:00+00:00;2015-04-27 00:00:00+00:00;2015-05-02 00:00:00+00:00;Kenya;Kenya;;20432.0;13.0;13.0;26.0;1500.0;3000.0;4500.0;;;
2015-0160-CHN;;ew;;2015-04-04 00:00:00+00:00;2015-04-05 00:00:00+00:00;;;China;;139.0;;7.0;;;2537.0;;;24695.0;;
2015-0171-COL;;ls;fl;2015-05-17 00:00:00+00:00;2015-05-18 00:00:00+00:00;;;Colombia;Colombia;;;;;93.0;;;348.0;;;
2015-0184-PRY;;ew;;2015-04-04 00:00:00+00:00;2015-04-04 00:00:00+00:00;;;Paraguay;;;;2.0;;;10025.0;;;;;
2015-0177-USA;2015-0186-USA;ew;fl;2015-05-06 00:00:00+00:00;2015-05-13 00:00:00+00:00;2015-05-24 00:00:00+00:00;2015-05-24 00:00:00+00:00;United States of America (the);United States of America (the);;;6.0;16.0;22.0;;12000.0;;1234742.0;;
2015-0187-MEX;;ew;;2015-05-25 00:00:00+00:00;2015-05-26 00:00:00+00:00;;;Mexico;;200.0;;14.0;;;2320.0;;;;;
2015-0198-SLV;;ew;;2015-05-02 00:00:00+00:00;2015-05-04 00:00:00+00:00;;;El Salvador;;;;12.0;;;20000.0;;;;;
2015-0142-ARG-CHL;2015-0204-CHL;vo;fl;2015-04-24 00:00:00+00:00;2015-04-24 00:00:00+00:00;2015-05-17 00:00:00+00:00;2015-05-21 00:00:00+00:00;Argentina-Chile;Chile;;224189.0;0.0;;;4000.0;116.0;4116.0;740845.0;;
2015-0205-TZA;;fl;;2015-05-07 00:00:00+00:00;2015-05-21 00:00:00+00:00;;;Tanzania, United Republic of;;194128.0;;12.0;;;5000.0;;;;;
2015-0207-IND;;fl;;2015-05-17 00:00:00+00:00;2015-05-21 00:00:00+00:00;;;India;;14179.0;;8.0;;;200.0;;;;;
2015-0208-BRA;;fl;;2015-04-01 00:00:00+00:00;2015-05-02 00:00:00+00:00;;;Brazil;;450353.0;;5.0;;;1000.0;;;;;
;2015-0213-BGD;;ew;;;2015-05-02 00:00:00+00:00;2015-05-03 00:00:00+00:00;;Bangladesh;;;;13.0;;;;;;;
2015-0216-MYS;;eq;ls;2015-06-05 00:00:00+00:00;2015-06-05 00:00:00+00:00;;;Malaysia;Malaysia;6.0;;;;24.0;;;10.0;;;2.0
2015-0217-GHA;;fl;;2015-06-02 00:00:00+00:00;2015-06-15 00:00:00+00:00;;;Ghana;;266950.0;;25.0;;;5000.0;;;14817.0;;
2015-0227-GEO;;fl;ls;2015-06-07 00:00:00+00:00;2015-06-15 00:00:00+00:00;;;Georgia;Georgia;13023.0;;;;40.0;;;10320.0;;;28399.0
2015-0231-CIV;;fl;ls;2015-06-07 00:00:00+00:00;2015-06-21 00:00:00+00:00;;;Côte d’Ivoire;Côte d’Ivoire;;;;;16.0;;;;;;
2015-0215-PAK;2015-0232-PAK;fl;hw;2015-06-04 00:00:00+00:00;2015-06-05 00:00:00+00:00;2015-06-18 00:00:00+00:00;2015-06-24 00:00:00+00:00;Pakistan;Pakistan;;45.0;20.0;1229.0;1249.0;;80000.0;;;;
2015-0235-RUS;;fl;;2015-06-25 00:00:00+00:00;2015-06-25 00:00:00+00:00;;;Russian Federation (the);;;;1.0;;;1500.0;;;;;
2015-0249-IND;;fl;;2015-06-19 00:00:00+00:00;2015-06-20 00:00:00+00:00;;;India;;43782.0;;81.0;;;9000.0;;;745784.0;;
2015-0256-NZL;;fl;;2015-06-22 00:00:00+00:00;2015-06-29 00:00:00+00:00;;;New Zealand;;8949.0;;;;;400.0;;;211141.0;;
2015-0258-IRN;;fl;;2015-07-14 00:00:00+00:00;2015-07-21 00:00:00+00:00;;;Iran (Islamic Republic of);;776608.0;;23.0;;;4030.0;;;;;
2015-0263-POL;;ew;;2015-07-19 00:00:00+00:00;2015-07-19 00:00:00+00:00;;;Poland;;100.0;;1.0;;;1217.0;;;;;
2015-0271-CHN;;eq;;2015-07-03 00:00:00+00:00;2015-07-03 00:00:00+00:00;;;China;;6.0;;3.0;;;9263.0;;;3951.0;;
2015-0279-PHL;;fl;ew;2015-07-02 00:00:00+00:00;2015-07-02 00:00:00+00:00;;;Philippines (the);Philippines (the);;;;;8.0;;;122000.0;;;
2015-0285-BRA;;fl;ew;2015-07-10 00:00:00+00:00;2015-07-21 00:00:00+00:00;;;Brazil;Brazil;115.0;;;;3.0;;;283140.0;;;
2015-0286-TJK;;fl;ls;2015-07-15 00:00:00+00:00;2015-07-21 00:00:00+00:00;;;Tajikistan;Tajikistan;56196.0;;;;;;;5401.0;;;
2015-0287-CMR;;fl;;2015-06-22 00:00:00+00:00;2015-06-29 00:00:00+00:00;;;Cameroon;;4726.0;;4.0;;;30000.0;;;;;
2015-0292-VNM;;fl;ls;2015-07-25 00:00:00+00:00;2015-08-05 00:00:00+00:00;;;Viet Nam;Viet Nam;24337.0;;;;32.0;;;15000.0;;;251887.0
2015-0296-VEN;;fl;;2015-06-29 00:00:00+00:00;2015-07-07 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);;;;;;;45297.0;;;;;
2015-0313-GUY;;fl;;2015-07-15 00:00:00+00:00;2015-07-21 00:00:00+00:00;;;Guyana;;30931.0;;;;;199000.0;;;;;
2015-0315-PER;;cw;;2015-05-01 00:00:00+00:00;;;;Peru;;-20.0;;21.0;;;200620.0;;;116066.0;;
2015-0324-LAO;;fl;;2015-08-01 00:00:00+00:00;2015-08-15 00:00:00+00:00;;;Lao People's Democratic Republic (the);;;;;;;47800.0;;;12347.0;;
2015-0325-COL;;fl;;2015-07-22 00:00:00+00:00;2015-08-06 00:00:00+00:00;;;Colombia;;;;;;;8105.0;;;;;
2015-0337-MLI;;fl;;2015-08-08 00:00:00+00:00;2015-08-09 00:00:00+00:00;;;Mali;;;;5.0;;;2000.0;;;;;
2015-0342-EGY;;hw;;2015-08-09 00:00:00+00:00;2015-08-09 00:00:00+00:00;;;Egypt;;47.0;;110.0;;;66.0;;;;;
2015-0345-PRK;;fl;;2015-08-01 00:00:00+00:00;2015-08-05 00:00:00+00:00;;;Korea (the Democratic People's Republic of);;;;33.0;;;3541.0;;;;;
2015-0349-ARG;;fl;;2015-08-05 00:00:00+00:00;2015-08-12 00:00:00+00:00;;;Argentina;;133853.0;;3.0;;;50000.0;;;;;
2015-0361-ECU;;vo;;2015-08-14 00:00:00+00:00;2015-08-22 00:00:00+00:00;;;Ecuador;;;;;;;800000.0;;;;;
2015-0371-JPN;;ew;;2015-08-25 00:00:00+00:00;2015-08-25 00:00:00+00:00;;;Japan;;198.0;;;;;70.0;;;;;
2015-0382-MEX;;fl;;2015-03-13 00:00:00+00:00;2015-03-23 00:00:00+00:00;;;Mexico;;60979.0;;;;;3000.0;;;;;
2014-0529-BOL-PER;2015-0383-BOL;fl;fl;2015-01-15 00:00:00+00:00;2015-01-31 00:00:00+00:00;2015-02-20 00:00:00+00:00;2015-02-24 00:00:00+00:00;Bolivia (Plurinational State of)-Peru;Bolivia (Plurinational State of);;;45.0;;;176768.0;4000.0;180768.0;0.0;;
2015-0038-ALB-GRC;2015-0384-GRC;fl;fl;2015-01-31 00:00:00+00:00;2015-02-02 00:00:00+00:00;2015-02-01 00:00:00+00:00;2015-02-09 00:00:00+00:00;Albania-Greece;Greece;;151105.0;0.0;3.0;3.0;0.0;500.0;500.0;0.0;;
2015-0390-TUR;;fl;;2015-08-25 00:00:00+00:00;2015-08-25 00:00:00+00:00;;;Turkey;;;;9.0;;;;;;;;
2015-0392-SDN;;fl;;2015-08-08 00:00:00+00:00;2015-08-09 00:00:00+00:00;;;Sudan (the);;;;20.0;;;;;;;;
2015-0393-SDN;;hw;;2015-08-13 00:00:00+00:00;2015-08-15 00:00:00+00:00;;;Sudan (the);;47.0;;16.0;;;;;;;;
;2015-0395-CHN;;fl;;;2015-08-02 00:00:00+00:00;2015-08-04 00:00:00+00:00;;China;;;;19.0;;;45000.0;;;516122.0;
2015-0399-USA;;fl;;2015-07-24 00:00:00+00:00;2015-08-05 00:00:00+00:00;;;United States of America (the);;;;;;;600.0;;;123474.0;;
2015-0410-BEL;;hw;;2015-06-30 00:00:00+00:00;2015-07-05 00:00:00+00:00;;;Belgium;;;;410.0;;;;;;;;
2015-0431-USA;;fl;;2015-09-14 00:00:00+00:00;2015-09-14 00:00:00+00:00;;;United States of America (the);;;;19.0;;;;;;2469.0;;
2015-0435-CHL;;ts;ts;2015-09-16 00:00:00+00:00;2015-09-16 00:00:00+00:00;;;Chile;Chile;8.0;;;;19.0;;;681499.0;;;987794.0
2015-0438-IRN;;fl;;2015-09-18 00:00:00+00:00;2015-09-18 00:00:00+00:00;;;Iran (Islamic Republic of);;;;14.0;;;;;;;;
2015-0454-PAK;;ls;;2015-10-13 00:00:00+00:00;2015-10-13 00:00:00+00:00;;;Pakistan;;;;13.0;;;;;;;;
2015-0459-USA;;ew;fl;2015-10-01 00:00:00+00:00;2015-10-13 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;25.0;;;800.0;;;2469484.0
2015-0460-LAO;;fl;ls;2015-09-07 00:00:00+00:00;2015-09-11 00:00:00+00:00;;;Lao People's Democratic Republic (the);Lao People's Democratic Republic (the);;;;;4.0;;;140.0;;;
2015-0470-MEX;;ew;fl;2015-10-22 00:00:00+00:00;2015-10-28 00:00:00+00:00;;;Mexico;Mexico;270.0;;;;14.0;;;15000.0;;;1016193.0
2015-0477-SOM;;fl;;2015-10-27 00:00:00+00:00;2015-10-27 00:00:00+00:00;;;Somalia;;;;;;;900000.0;;;;;
2015-0485-IRQ;;fl;;2015-10-28 00:00:00+00:00;2015-10-30 00:00:00+00:00;;;Iraq;;;;58.0;;;65000.0;;;;;
2015-0489-BRA;;fl;;2015-10-08 00:00:00+00:00;2015-10-20 00:00:00+00:00;;;Brazil;;;;3.0;;;5370.0;;;2469.0;;
2015-0499-IRN;;fl;;2015-11-12 00:00:00+00:00;2015-11-12 00:00:00+00:00;;;Iran (Islamic Republic of);;;;9.0;;;17700.0;;;637127.0;;
2015-0504-IND;;fl;;2015-11-08 00:00:00+00:00;2015-12-04 00:00:00+00:00;;;India;;93202.0;;325.0;;;1801000.0;;;2716432.0;;
2015-0507-SAU;;fl;;2015-11-17 00:00:00+00:00;2015-11-18 00:00:00+00:00;;;Saudi Arabia;;;;12.0;;;;;;;;
2015-0510-CHN;;ls;;2015-11-13 00:00:00+00:00;2015-11-13 00:00:00+00:00;;;China;;;;38.0;;;300.0;;;;;
2015-0511-BLZ;;fl;;2015-10-15 00:00:00+00:00;2015-10-19 00:00:00+00:00;;;Belize;;;;;;;20000.0;;;;;
2015-0522-PER;;fl;ls;2015-03-23 00:00:00+00:00;2015-03-23 00:00:00+00:00;;;Peru;Peru;;;;;9.0;;;3235.0;;;
2015-0533-CHN;;fl;;2015-11-10 00:00:00+00:00;2015-11-16 00:00:00+00:00;;;China;;;;38.0;;;639000.0;;;160516.0;;
2015-0534-CHN;;ew;;2015-11-22 00:00:00+00:00;2015-11-25 00:00:00+00:00;;;China;;;;4.0;;;3000.0;;;;;
2015-0542-ALB;;fl;;2015-11-21 00:00:00+00:00;2015-12-04 00:00:00+00:00;;;Albania;;11410.0;;1.0;;;300.0;;;;;
2015-0544-SOM;;fl;;2015-03-01 00:00:00+00:00;;;;Somalia;;;;;;;16296.0;;;;;
2015-0550-ECU;;vo;;2015-11-17 00:00:00+00:00;;;;Ecuador;;;;;;;130042.0;;;;;
2015-0564-KEN;;fl;;2015-12-01 00:00:00+00:00;2016-01-06 00:00:00+00:00;;;Kenya;;103770.0;;112.0;;;240799.0;;;;;
2015-0577-POL;;cw;;2015-01-01 00:00:00+00:00;;;;Poland;;;;77.0;;;;;;;;
2015-0598-ITA;;fl;;2015-08-11 00:00:00+00:00;2015-08-12 00:00:00+00:00;;;Italy;;;;;;;500.0;;;137056.0;;
2015-0604-IND;;ew;;2015-10-03 00:00:00+00:00;2015-10-04 00:00:00+00:00;;;India;;;;29.0;;;;;;;;
2015-0606-EGY;;ew;fl;2015-11-03 00:00:00+00:00;2015-11-04 00:00:00+00:00;;;Egypt;Egypt;;;;;25.0;;;135.0;;;
2015-9210-USA;;dr;;2015-01-01 00:00:00+00:00;;;;United States of America (the);;;;;;;;;;5556339.0;;
2015-9257-PRK;;dr;;2015-06-01 00:00:00+00:00;;;;Korea (the Democratic People's Republic of);;;;;;;18000000.0;;;;;
2015-9328-CHN;;dr;;2015-05-01 00:00:00+00:00;;;;China;;;;;;;;;;3042404.0;;
2015-9353-PAN;;dr;;2015-08-01 00:00:00+00:00;;;;Panama;;;;;;;;;;;;
2015-9372-CUB;;dr;;2015-05-01 00:00:00+00:00;;;;Cuba;;;;;;;100000.0;;;;;
2015-9410-PNG;;dr;cw;2015-05-01 00:00:00+00:00;;;;Papua New Guinea;Papua New Guinea;;;;;24.0;;;2520000.0;;;74085.0
2015-9483-TON;;dr;;2015-08-01 00:00:00+00:00;;;;Tonga;;;;;;;;;;;;
2015-9618-IND;;dr;;2015-01-01 00:00:00+00:00;;;;India;;;;;;;330000000.0;;;3704226.0;;
2016-0002-IND;;eq;;2016-01-03 00:00:00+00:00;2016-01-03 00:00:00+00:00;;;India;;7.0;;8.0;;;10808.0;;;91452.0;;
2016-0004-TON;;ew;;2016-01-02 00:00:00+00:00;2016-01-02 00:00:00+00:00;;;Tonga;;150.0;;;;;392.0;;;;;
2016-0033-BRA;;fl;;2016-01-09 00:00:00+00:00;2016-01-15 00:00:00+00:00;;;Brazil;;110515.0;;3.0;;;50500.0;;;121936.0;;
2016-0038-CHN;;fl;;2016-01-26 00:00:00+00:00;2016-01-29 00:00:00+00:00;;;China;;;;11.0;;;3000.0;;;24387.0;;
2016-0041-TON;;ew;;2016-02-19 00:00:00+00:00;2016-02-19 00:00:00+00:00;;;Tonga;;;;;;;;;;;;
2016-0049-IND;;ls;;2016-02-03 00:00:00+00:00;2016-02-03 00:00:00+00:00;;;India;;;;10.0;;;;;;;;
2016-0077-BRA;;fl;ls;2016-03-10 00:00:00+00:00;2016-03-11 00:00:00+00:00;;;Brazil;Brazil;;;;;30.0;;;;;;121936.0
2016-0089-KEN;;fl;;2016-03-10 00:00:00+00:00;2016-03-10 00:00:00+00:00;;;Kenya;;;;3.0;;;1000.0;;;;;
2016-0118-CHL;;fl;;2016-04-15 00:00:00+00:00;2016-04-18 00:00:00+00:00;;;Chile;;;;12.0;;;100.0;;;121936.0;;
2016-0107-JPN;2016-0121-JPN;eq;eq;2016-04-14 00:00:00+00:00;2016-04-14 00:00:00+00:00;2016-04-16 00:00:00+00:00;2016-04-16 00:00:00+00:00;Japan;Japan;7.0;7.0;9.0;49.0;58.0;120800.0;298432.0;419232.0;;24387171.0;
2016-0127-ARG;;fl;;2016-04-04 00:00:00+00:00;2016-04-15 00:00:00+00:00;;;Argentina;;;;;;;72119.0;;;1219359.0;;
2016-0128-RUS;;fl;;2016-04-16 00:00:00+00:00;2016-04-22 00:00:00+00:00;;;Russian Federation (the);;1834048.0;;;;;3200.0;;;2439.0;;
2016-0129-SOM;;fl;;2016-04-06 00:00:00+00:00;2016-04-11 00:00:00+00:00;;;Somalia;;;;9.0;;;;;;;;
2016-0130-UGA;;fl;;2016-04-13 00:00:00+00:00;2016-04-18 00:00:00+00:00;;;Uganda;;;;;;;10000.0;;;3292.0;;
2016-0139-IND;;fl;ls;2016-04-22 00:00:00+00:00;2016-04-25 00:00:00+00:00;;;India;India;70518.0;;;;18.0;;;100000.0;;;182904.0
2016-0148-UGA;;ls;;2016-05-10 00:00:00+00:00;2016-05-10 00:00:00+00:00;;;Uganda;;;;15.0;;;1000.0;;;;;
2016-0149-RWA;;fl;ls;2016-01-01 00:00:00+00:00;;;;Rwanda;Rwanda;;;;;67.0;;;;;;
2016-0151-ECU;;eq;;2016-05-18 00:00:00+00:00;2016-05-18 00:00:00+00:00;;;Ecuador;;7.0;;1.0;;;147.0;;;;;
2016-0164-RWA;;ls;;2016-05-07 00:00:00+00:00;2016-05-08 00:00:00+00:00;;;Rwanda;;18269.0;;50.0;;;30030.0;;;;;
2016-0179-BEL;;fl;;2016-06-02 00:00:00+00:00;2016-06-08 00:00:00+00:00;;;Belgium;;;;1.0;;;;;;;;
2016-0184-DOM;;fl;;2016-05-07 00:00:00+00:00;2016-05-08 00:00:00+00:00;;;Dominican Republic (the);;;;;;;;;;;;
2016-0191-AFG;;fl;ls;2016-05-09 00:00:00+00:00;2016-05-12 00:00:00+00:00;;;Afghanistan;Afghanistan;;;;;6.0;;;;;;
2016-0195-IND;;ls;;2016-05-22 00:00:00+00:00;2016-05-22 00:00:00+00:00;;;India;;;;10.0;;;5.0;;;;;
2016-0196-YEM;;ls;;2016-05-22 00:00:00+00:00;2016-05-23 00:00:00+00:00;;;Yemen;;;;20.0;;;20.0;;;;;
2016-0211-BEL;;ew;fl;2016-06-23 00:00:00+00:00;2016-06-24 00:00:00+00:00;;;Belgium;Belgium;;;;;1.0;;;;;;
2016-0212-GHA;;fl;;2016-06-10 00:00:00+00:00;2016-06-14 00:00:00+00:00;;;Ghana;;47506.0;;10.0;;;;;;;;
2016-0221-JPN;;fl;ls;2016-06-20 00:00:00+00:00;2016-06-23 00:00:00+00:00;;;Japan;Japan;18481.0;;;;7.0;;;6000.0;;;
2016-0229-PAK;;ew;;2016-06-01 00:00:00+00:00;2016-06-02 00:00:00+00:00;;;Pakistan;;;;34.0;;;191.0;;;;;
2016-0133-IND;2016-0234-IND;hw;ew;2016-04-01 00:00:00+00:00;2016-05-20 00:00:00+00:00;2016-06-12 00:00:00+00:00;2016-06-12 00:00:00+00:00;India;India;51.0;;300.0;11.0;311.0;;;;;;
;2016-0237-IND;;ew;;;2016-06-20 00:00:00+00:00;2016-06-21 00:00:00+00:00;;India;;;;93.0;;;;;;;
2016-0240-PAK;;fl;;2016-07-03 00:00:00+00:00;2016-07-06 00:00:00+00:00;;;Pakistan;;31431.0;;46.0;;;410.0;;;;;
2016-0243-CAN;;fl;;2016-06-14 00:00:00+00:00;2016-06-21 00:00:00+00:00;;;Canada;;176100.0;;;;;300.0;;;;;
;2016-0271-IND;;fl;;;2016-07-15 00:00:00+00:00;2016-09-12 00:00:00+00:00;;India;;;;254.0;;;1600000.0;;;426776.0;
2016-0272-MLI;;fl;;2016-07-11 00:00:00+00:00;2016-07-23 00:00:00+00:00;;;Mali;;;;13.0;;;9500.0;;;;;
2016-0274-SDN;;fl;;2016-06-01 00:00:00+00:00;2016-09-08 00:00:00+00:00;;;Sudan (the);;;;171.0;;;200004.0;;;;;
;2016-0276-IND;;fl;;;2016-07-09 00:00:00+00:00;2016-08-22 00:00:00+00:00;;India;;;;184.0;;;100000.0;;;195097.0;
2016-0292-USA;;fl;;2016-08-09 00:00:00+00:00;2016-08-16 00:00:00+00:00;;;United States of America (the);;19554.0;;13.0;;;70000.0;;;12193586.0;;
2016-0298-PER;;eq;;2016-08-14 00:00:00+00:00;2016-08-14 00:00:00+00:00;;;Peru;;5.0;;4.0;;;11182.0;;;;;
2016-0301-LBR;;fl;;2016-06-29 00:00:00+00:00;2016-07-12 00:00:00+00:00;;;Liberia;;;;;;;15431.0;;;;;
2016-0304-IND;;fl;;2016-08-01 00:00:00+00:00;2016-08-03 00:00:00+00:00;;;India;;;;37.0;;;3000.0;;;;;
2016-0309-AFG;;fl;;2016-07-19 00:00:00+00:00;2016-07-19 00:00:00+00:00;;;Afghanistan;;;;17.0;;;;;;;;
2016-0313-ITA;;eq;;2016-08-24 00:00:00+00:00;2016-08-24 00:00:00+00:00;;;Italy;;6.0;;296.0;;;4854.0;;;6096793.0;;
2016-0316-LAO;;fl;;2016-08-11 00:00:00+00:00;2016-08-20 00:00:00+00:00;;;Lao People's Democratic Republic (the);;;;5.0;;;26328.0;;;61.0;;
2016-0319-MEX;;ew;fl;2016-09-06 00:00:00+00:00;2016-09-07 00:00:00+00:00;;;Mexico;Mexico;;;;;11.0;;;10500.0;;;60968.0
2016-0321-PRK;;fl;;2016-08-29 00:00:00+00:00;2016-09-06 00:00:00+00:00;;;Korea (the Democratic People's Republic of);;;;538.0;;;667715.0;;;74381.0;;
2016-0324-JPN;;ew;fl;2016-09-04 00:00:00+00:00;2016-09-04 00:00:00+00:00;;;Japan;Japan;;;;;22.0;;;;;;
2016-0329-UGA;;eq;;2016-09-10 00:00:00+00:00;2016-09-10 00:00:00+00:00;;;Uganda;;6.0;;4.0;;;590.0;;;;;
